        Id;Fecha de creación;Fecha de actualización;Titulo;Descripcion corta;Descripción;Alt;Pie;Origen;Autor;Realizador;Año;Titulo original;Referencia a la fuente;Streaming;Denegar descarga;Fecha inicio;Fecha fin;Crítico;Derechos;Subtitulos;Autoria;Preset Original;Preset Alta;Preset Media;Preset Baja;Temáticas;Categorias;Destinos de Publicación;Thumbs;Tags;Enlaces;Relacionados;Documentos adjuntos;Estado;
    11250;"23 Feb 2013 07:00:00";"24 Feb 2013 11:04:00";"¿Hay que controlar el consumo de sal para mantener una buena salud?";"Respuestas de la Ciencia - El exceso de sal se desaconseja en los hipertensos pues al disminuir su consumo se disminuye su tensión arterial...";"Respuestas de la Ciencia - El exceso de sal se desaconseja en los hipertensos pues al disminuir su consumo se disminuye su tensión arterial. Una alimentación rica en frutas y verduras, que aportan potasio y el consumo de lácteos que aportan calcio tienen un efecto favorable sobre la tensión. PARTICIPANTES: Socorro Coral Calvo Bruzos, profesora de Nutrición de la Facultad de Ciencias de la UNED. PALABRAS CLAVE: sal, hipertensión, tensión arterial, fruta, verdura, potasio, lácteo, calcio";"¿Hay que controlar el consumo de sal para mantener una buena salud?";"";"UNED (2013-02-23-radio5-ciencias-control-consumo-de-sal)";"";"Edith Checa Oviedo";"23/02/2013";"";"";"";"false";"23/02/2013 04:00";"23/02/2013 08:00";"false";"false";"";"false";"/resources/mp3/4/9/1361270359594.mp3";"";"/resources/mp3/7/4/1361270359747.mp3";"/resources/mp3/1/1/1361270359811.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"/resources/pdf/7/5/1361273645857.pdf (5319)
                    ";"PUB";
    11280;"23 Feb 2013 07:00:00";"24 Feb 2013 11:04:00";"Proceso de cambio en Bolivia: una mirada a la Revolución Educativa";"Antropología - Bolivia ha declarado 2013 año de la Revolución Educativa, el año de la educación plurinacional...";"Antropología - Bolivia ha declarado 2013 año de la Revolución Educativa, el año de la educación plurinacional. Para comprender que significa esta revolución hablamos con una profesora del Dpto. de Antropología de la UNED que ha realizado un trabajo de campo sobre este tema. PARTICIPANTES: Monserrat Cañedo Rodríguez, profesora de Antropología (UNED); Carmen Osuna Nevado, profesora ayudante de Antropología (UNED). PALABRAS CLAVE: Revolución Educativa, antropología educativa, Bolivia, investigación antropológica, indígenas, interculturalidad.";"Proceso de cambio en Bolivia: una mirada a la Revolución Educativa";"";"UNED (2013-02-23-sd-antrop-31465)";"";"Lourdes Nieto Quintas";"23/02/2013";"";"";"";"false";"23/02/2013 00:01";"23/02/2013 04:00";"false";"false";"";"false";"/resources/mp3/9/5/1361435428859.mp3";"";"/resources/mp3/1/9/1361435447091.mp3";"/resources/mp3/0/5/1361435448650.mp3";"ANTROPOLOGÍA SOCIAL Y CULTURAL";"Audios";"RC";"";"";"";"";"/resources/pdf/2/9/1361436357092.pdf (5325)
                    ";"PUB";
    11255;"23 Feb 2013 07:00:00";"24 Feb 2013 11:04:00";"SIN DISTANCIAS (23/02/2013)";"Programa completo, emitido en Radio Nacional.";"Programa completo, emitido en Radio Nacional.";"SIN DISTANCIAS (23/02/2013)";"";"UNED (2013-02-23-sd-3305)";"";"";"23/02/2013";"";"";"";"false";"23/02/2013 08:00";"23/02/2013 12:00";"false";"false";"";"false";"/resources/mp3/2/5/1361270848852.mp3";"";"/resources/mp3/2/6/1361270861462.mp3";"/resources/mp3/5/7/1361270863575.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"";"PUB";
    11251;"23 Feb 2013 07:00:00";"24 Feb 2013 11:04:00";"La novela golosa";"Acceso (Serie: Literatura y Gastronomía Siciliana) - Durante siglos la mujer se ha visto relegada a la casa, y...";"Acceso (Serie: Literatura y Gastronomía Siciliana) - Durante siglos la mujer se ha visto relegada a la casa, y dentro de ésta, al único lugar en el que es la protagonista absoluta, reina o sierva: la cocina. Cocinar para alimentar a los suyos. Hoy en día son muchas las escritoras para las que al hablar de cocina se accede a la memoria, al pasado, a las tradiciones, un medio para expresar lo más intimo, una herramienta indispensable para la lucha de sus derechos. PARTICIPANTES: Milagro Martín Clavijo, profesora de Filología Italiana (Universidad de Salamanca); Salvatore Bartolotta, profesor de Filología italiana (UNED). PALABRAS CLAVE: novela, escritoras, mujer, cocina, comida.";"La novela golosa";"";"UNED (2013-02-23-sd-acceso2-5033)";"";"Mª Isabel Baeza Fernández";"23/02/2013";"";"";"";"false";"23/02/2013 16:00";"23/02/2013 23:59";"false";"false";"";"false";"/resources/mp3/5/6/1361270546065.mp3";"";"/resources/mp3/1/2/1361270592521.mp3";"/resources/mp3/5/7/1361270606475.mp3";"CURSO DE ACCESO";"Audios";"RC";"";"";"";"";"/resources/pdf/0/9/1361272204990.pdf (5316)
                    ";"PUB";
    11254;"23 Feb 2013 07:00:00";"24 Feb 2013 11:04:00";"La energía del futuro";"Acceso - Uno de los problemas de nuestro tiempo es la búsqueda de nuevas alternativas energéticas...";"Acceso - Uno de los problemas de nuestro tiempo es la búsqueda de nuevas alternativas energéticas, algunas ya son presente como la energía eólica, la hidroeléctrica, la energía solar o la energía nuclear de fusión. En el programa se habla de las ventajas y los inconvenientes de las mismas. PARTICIPANTES: Mª José Morcillo Ortega, catedrática de Química (UNED). PALABRAS CLAVE: energía eólica, hidroeléctrica, nuclear de fusión, energía solar";"La energía del futuro";"";"UNED (2013-02-23-sd-acceso1-5032)";"";"Mª Isabel Baeza Fernández";"23/02/2013";"";"";"";"false";"23/02/2013 12:00";"23/02/2013 16:00";"false";"false";"";"false";"/resources/mp3/3/9/1361270630093.mp3";"";"/resources/mp3/5/3/1361270631935.mp3";"/resources/mp3/7/5/1361270633157.mp3";"CURSO DE ACCESO";"Audios";"RC";"";"";"";"";"/resources/pdf/5/8/1361271967285.pdf (5315)
                    ";"PUB";
    11411;"22 Feb 2013 12:10:00";"04 Mar 2013 14:24:00";"Presentación del libro Charles Darwin y Lucia Sapiens";"UNED Editorial - Acto de presentación del libro ""Charles Darwin y Lucía Sapiens. Lecciones del origen y evolución de las especies"", desarrollado en la Casa de la Cultura en la tarde del viernes 22 de febrero de 2013.";"UNED Editorial - Acto de presentación del libro ""Charles Darwin y Lucía Sapiens. Lecciones del origen y evolución de las especies"", desarrollado en la Casa de la Cultura en la tarde del viernes 22 de febrero de 2013. El pintor almanseño Carlos Arques, presenta en Almansa el libro sobre Darwin, de la autora Margarita Hernández Laille, y él, como autor de las ilustraciones del libro. Este libro se desarrolla en una escuela, en la que una vez al año, durante el aniversario del nacimiento de Charles Darwin, se enseña la teoría de la evolución de manera interdisciplinar, es decir, a través de todas las asignaturas. Lucía Sapiens, una alumna de quince años, se introduce por todos los rincones de estas páginas y con sus preguntas, al modo de lecciones de las cosas , logra que los profesores y profesoras , a través de un método de enseñanza imaginado por la autora, nos revelen el entorno familiar de Darwin, sus aficiones naturalistas , sus experiencias en la escuela y en la Universidad y su expedición en el Beagle alrededor del mundo y nos expliquen con detenimiento la teoría de la evolución por selección natural. Lucía Sapiens simboliza la búsqueda del conocimiento y nos lleva de la mano por el maravilloso mundo del saber. PARTICIPANTES: Margarita Hernández Laille, Autora del libro.Doctora Ciencias de la Educación.; Herminia Calero Egido, Directora Editorial Uned.; Eudald Carbonell Roura., Codirector de los yacimientos de la Sierra de Atapuerca . Prologo del libro.; Carlos Arques Soler, Ilustrador.";"Presentación del libro Charles Darwin y Lucia Sapiens";"";"TV ALMANSA";"";"";"22/02/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/7/3/1362395424737.flv";"";"";"UNED Editorial , INFORMATIVOS Y CULTURALES , Novedades , Humanidades";"Videos";"RC , Subcanal UNED Editorial";"/resources/jpg/3/7/1362395443273.jpg";"";"";"";"";"PUB";
    11410;"22 Feb 2013 12:09:00";"04 Mar 2013 14:25:00";"Presentación del libro Charles Darwin y Lucia Sapiens (resumen)";"UNED Editorial - Resumen del acto de presentación del libro ""Charles Darwin y Lucía Sapiens. Lecciones del origen y evolución de las especies"", desarrollado en la Casa de la Cultura en la tarde del viernes 22 de febrero de 2013.";"UNED Editorial - Resumen del acto de presentación del libro ""Charles Darwin y Lucía Sapiens. Lecciones del origen y evolución de las especies"", desarrollado en la Casa de la Cultura en la tarde del viernes 22 de febrero de 2013. El pintor almanseño Carlos Arques, presenta en Almansa el libro sobre Darwin, de la autora Margarita Hernández Laille, y él, como autor de las ilustraciones del libro. Este libro se desarrolla en una escuela, en la que una vez al año, durante el aniversario del nacimiento de Charles Darwin, se enseña la teoría de la evolución de manera interdisciplinar, es decir, a través de todas las asignaturas. Lucía Sapiens, una alumna de quince años, se introduce por todos los rincones de estas páginas y con sus preguntas, al modo de lecciones de las cosas , logra que los profesores y profesoras , a través de un método de enseñanza imaginado por la autora, nos revelen el entorno familiar de Darwin, sus aficiones naturalistas , sus experiencias en la escuela y en la Universidad y su expedición en el Beagle alrededor del mundo y nos expliquen con detenimiento la teoría de la evolución por selección natural. Lucía Sapiens simboliza la búsqueda del conocimiento y nos lleva de la mano por el maravilloso mundo del saber. PARTICIPANTES: Margarita Hernández Laille, Autora del libro.Doctora Ciencias de la Educación.; Herminia Calero Egido, Directora Editorial UNED; Eudald Carbonell Roura., Codirector de los yacimientos de la Sierra de Atapuerca . Prologo del libro.; Carlos Arques Soler, Ilustrador.";"";"";"TV ALMANSA";"";"";"22/02/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/0/9/1362395341390.flv";"";"";"UNED Editorial , INFORMATIVOS Y CULTURALES , Novedades , Humanidades";"Videos";"RC , Subcanal UNED Editorial";"/resources/jpg/9/1/1362395350719.jpg";"";"";"";"";"PUB";
    11283;"22 Feb 2013 10:00:00";"01 Mar 2013 10:07:00";"MADRI+D programa 121";"Programa TV: Serie Madri+D - Las técnicas actuales de protección de los cultivos deberían proteger contra plagas o malas hierbas al tiempo que son mas respetuosos con el medio ambiente.";"Programa TV: Serie Madri+D - Las técnicas actuales de protección de los cultivos deberían proteger contra plagas o malas hierbas al tiempo que son mas respetuosos con el medio ambiente. La enfermedad de Alzheimer se está convirtiendo en toda una pandemia. Mucho se sabe sobre el mecanismo molecular implicado. Mucho es, también, lo que se desconoce Una vez que una célula adulta adquiere una identidad y función concreta, muy raramente cambiará su destino. PARTICIPANTES: José Antonio López Guerrero, Director de Cultura Científica CMB Severo Ochoa";"MADRI+D programa 121";"";"UNED (madrid 061 22022013)";"";"";"22/02/2013";"";"";"";"false";"22/02/2013 16:00";"22/02/2013 20:00";"false";"false";"/deliverty/demo/resources/srt/8/9/1361531055298.srt";"false";"";"/resources/flv/4/0/1361444543204.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/9/1/1361444599819.jpg";"";"";"";"/resources/pdf/8/3/1361447767838.pdf (5328)
                    ";"PUB";
    11285;"22 Feb 2013 10:00:00";"01 Mar 2013 10:07:00";"¿Qué es la inteligencia límite?";"Programa TV - La inteligencia límite es un término que se utiliza cuando una persona presenta ciertas dificultades en el aprendizaje y en el uso de habilidades tales como comunicación, cuidado personal, y destrezas so-ciales.";"Programa TV - La inteligencia límite es un término que se utiliza cuando una persona presenta ciertas dificultades en el aprendizaje y en el uso de habilidades tales como comunicación, cuidado personal, y destrezas so-ciales. Estas limitaciones son las causas de que el niño sufra un desfase entre su edad cronológica y su edad mental y que su aprendizaje sea más lento de lo normal. PARTICIPANTES: José Manuel Chacón González-Nicolás; Pedro Fernández Santiago; Sara Heras Mathieu; Carmen Rodríguez Checa; OTROS PARTICIPANTES, también participan: Raúl Prieto Saiz y Silvia Sauceda Soria, socios de ADISLI; Esperanza Saiz Borox, Madre de Raúl.";"¿Qué es la inteligencia límite?";"";"UNED (programa03 061 22022013)";"";"";"22/02/2013";"";"";"";"false";"22/02/2013 00:01";"22/02/2013 04:00";"false";"false";"/deliverty/demo/resources/srt/6/1/1361531088416.srt";"false";"";"/resources/flv/7/5/1361444555757.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/6/0/1361444589606.jpg";"";"";"";"/resources/pdf/2/9/1361455945392.pdf (5340)
                     , /resources/pdf/8/2/1361448317228.pdf (5330)
                    ";"PUB";
    11287;"22 Feb 2013 10:00:00";"01 Mar 2013 10:07:00";"Ciudad y Territorio en los Atlas Militares del Renacimiento";"Programa TV - Los atlas manuscritos que representaban vistas de ciudades y territorios fueron objetos muy apreciados por los gobernantes del Renacimiento. Los conservaron en sus bibliotecas, y formaron parte de un universo en el que cabían ...";"Programa TV - Los atlas manuscritos que representaban vistas de ciudades y territorios fueron objetos muy apreciados por los gobernantes del Renacimiento. Los conservaron en sus bibliotecas, y formaron parte de un universo en el que cabían también las colecciones, capaces en su conjunto de demostrar la universalidad de su saber y el alcance de su poder. Fueron obras nacidas en una Europa en guerra, en la que los ingenieros militares habían dibujado las ciudades de frontera y los territorios que había que conocer, para así poder controlarlos y defenderlos. Por eso hablamos de atlas militares, y por eso permanecieron manuscritos. No respondían en todo a las vistas urbanas que se daban a la imprenta, puesto que la información contenida en ellos era secreta y no debía ser conocida por los enemigos PARTICIPANTES: Alicia Cámara Muñoz, Catedrática de Historia del Arte .UNED.";"Ciudad y Territorio en los Atlas Militares del Renacimiento";"";"UNED (programa02 061 22022013)";"";"";"22/02/2013";"";"";"";"false";"22/02/2013 20:00";"22/02/2013 23:59";"false";"false";"/deliverty/demo/resources/srt/7/6/1361531063467.srt";"false";"";"/resources/flv/7/4/1361444610947.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/8/4/1361444624348.jpg";"";"";"";"/resources/pdf/3/3/1361914348733.pdf (5355)
                     , /resources/pdf/4/1/1361448046014.pdf (5329)
                    ";"PUB";
    11284;"22 Feb 2013 10:00:00";"19 Mar 2013 11:55:00";"Insomnio y somnolencia";"Programa TV - En este programa nos adentraremos en dos de los trastornos del sueño más generalizados en la población mundial: el insomnio y la somnolencia.";"Programa TV - En este programa nos adentraremos en dos de los trastornos del sueño más generalizados en la población mundial: el insomnio y la somnolencia. PARTICIPANTES: Margarita Olmedo Montes; Consuelo de la Flor.";"Insomnio y somnolencia";"";"UNED (programa01 061 22022013)";"";"";"22/02/2013";"";"";"";"false";"22/02/2013 08:00";"22/02/2013 12:00";"false";"false";"/deliverty/demo/resources/srt/3/3/1361531081933.srt";"false";"";"/resources/flv/3/3/1361444559233.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/8/8/1361444595988.jpg";"";"";"";"/resources/pdf/6/8/1361455180886.pdf (5339)
                     , /resources/pdf/8/4/1361447103948.pdf (5326)
                    ";"PUB";
    11286;"22 Feb 2013 10:00:00";"01 Mar 2013 10:07:00";"Nuevo Campus Científico y Tecnológico";"Programa TV: Noticia - El pasado día 11 de Febrero, tuvo lugar el acto oficial de soterramiento de la primera piedra, que da lugar al inicio de las obras, en el término municipal de las Rozas, del Nuevo Campus Científico y Tecnológico de la UNED";"Programa TV: Noticia - El pasado día 11 de Febrero, tuvo lugar el acto oficial de soterramiento de la primera piedra, que da lugar al inicio de las obras, en el término municipal de las Rozas, del Nuevo Campus Científico y Tecnológico de la UNED PARTICIPANTES: Juan A. Gimeno Ullastres, Rector de la UNED.";"Nuevo Campus Científico y Tecnológico";"";"UNED (noticia01 061 22022013)";"";"";"22/02/2013";"";"";"";"false";"22/02/2013 12:00";"22/02/2013 16:00";"false";"false";"/deliverty/demo/resources/srt/6/6/1361531047066.srt";"false";"";"/resources/flv/9/4/1361444606549.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/6/6/1361444611466.jpg";"";"";"";"/resources/pdf/8/6/1361447438268.pdf (5327)
                    ";"PUB";
    11288;"22 Feb 2013 10:00:00";"01 Mar 2013 10:07:00";"¿Por qué por la noche todos los gatos son pardos?";"Miniaturas - Este refrán popular hace alusión a un fenómeno perceptivo. En condiciones escasas de iluminación es muy difícil percibir los colores de los objetos debido a los receptores visuales de la retina.";"Miniaturas - Este refrán popular hace alusión a un fenómeno perceptivo. En condiciones escasas de iluminación es muy difícil percibir los colores de los objetos debido a los receptores visuales de la retina. PARTICIPANTES: Pedro Raúl Montoro Martínez, profesor de Psicología de la Percepción de la UNED.";"¿Por qué por la noche todos los gatos son pardos?";"";"UNED (22-febrero-ciencias-de-noche-los-gatos-son-pardos)";"";"";"22/02/2013";"";"";"";"false";"22/02/2013 04:00";"22/02/2013 08:00";"false";"false";"";"false";"";"/resources/flv/2/4/1361446752742.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/1/9/1361446889091.jpg";"";"";"";"/resources/pdf/1/7/1361448652871.pdf (5331)
                    ";"PUB";
    11248;"22 Feb 2013 07:00:00";"23 Feb 2013 11:04:00";"Iconografía de la basílica de San Isidoro de León";"Geografía e Historia - La basílica de San Isidoro de León ocupa un lugar destacado dentro de los distintos monumentos que jalonan el camino de Santiago, especialmente por su iconografía, muy rica y variada. En este programa se realiza una .....";"Geografía e Historia - La basílica de San Isidoro de León ocupa un lugar destacado dentro de los distintos monumentos que jalonan el camino de Santiago, especialmente por su iconografía, muy rica y variada. En este programa se realiza una descripción y un análisis más detallado de la iconografía que ilustra dos de sus puertas, la del Cordero y la del Perdón. Participa: Inés Monteira Arias, profesora de Historia del Arte (UNED).";"Iconografía de la basílica de San Isidoro de León";"";"UNED (2013-02-22-sd-hist 1-31460-2)";"";"Clara Gómez Sánchez";"22/02/2013";"";"";"";"false";"22/02/2013 12:00";"22/02/2013 16:00";"false";"false";"";"false";"/resources/mp3/3/7/1361270122473.mp3";"";"/resources/mp3/0/8/1361270128580.mp3";"/resources/mp3/6/9/1361270129896.mp3";"GEOGRAFÍA E HISTORIA";"Audios";"RC";"";"";"";"";"/resources/pdf/8/5/1361347340258.pdf (5320)
                    ";"PUB";
    11245;"22 Feb 2013 07:00:00";"23 Feb 2013 11:04:00";"¿Por qué fueron despreciados los magos en la sociedad tardo antigua cuando sus “artes” eran, en cambio, requeridas contanta frecuencia?";"Preguntas a la Historia - Eran temidos y, por ello, perseguidos por las autoridades, tanto civiles como eclesiásticas, debido al peligro potencial que se creía que podían suponer sus artes adivinatorias.";"Preguntas a la Historia - Eran temidos y, por ello, perseguidos por las autoridades, tanto civiles como eclesiásticas, debido al peligro potencial que se creía que podían suponer sus artes adivinatorias. Participa: Raúl González Salinero, profesor de Historia Antigua de la UNED. Palabras clave: mago, adivinatoria, magía, arte";"¿Por qué fueron despreciados los magos en la sociedad tardo antigua cuando sus “artes” eran, en cambio, requeridas contanta frecuencia?";"";"UNED (2013-02-22-radio5-6)";"";"Edith Checa Oviedo";"22/02/2013";"";"";"";"false";"22/02/2013 02:00";"22/02/2013 05:00";"false";"false";"";"false";"/resources/mp3/6/7/1361269934476.mp3";"";"/resources/mp3/8/8/1361270039288.mp3";"/resources/mp3/8/6/1361270040368.mp3";"INFORMATIVOS Y CULTURALES , HISTORIA , GEOGRAFÍA E HISTORIA";"Audios";"RC";"";"";"";"";"/resources/pdf/7/2/1361271519027.pdf (5314)
                    ";"PUB";
    11253;"22 Feb 2013 07:00:00";"23 Feb 2013 11:04:00";"SIN DISTANCIAS (22/02/2013)";"Programa completo, emitido en Radio Nacional.";"Programa completo, emitido en Radio Nacional.";"SIN DISTANCIAS (22/02/2013)";"";"UNED (2013-02-22-sd-3309-1)";"";"";"22/02/2013";"";"";"";"false";"22/02/2013 08:00";"22/02/2013 12:00";"false";"false";"";"false";"/resources/mp3/8/5/1361270444258.mp3";"";"/resources/mp3/1/1/1361270607811.mp3";"/resources/mp3/8/3/1361270629238.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"";"PUB";
    11247;"22 Feb 2013 07:00:00";"23 Feb 2013 11:04:00";"Problemas demográficos en Europa";"Geografía e Historia - Europa se enfrenta a distintos problemas demográficos debido sobre todo al envejecimiento de su población. En este programa se analizan las principales características de la población europea, así como sus problemas y ...";"Geografía e Historia - Europa se enfrenta a distintos problemas demográficos debido sobre todo al envejecimiento de su población. En este programa se analizan las principales características de la población europea, así como sus problemas y posibles soluciones. Participantes: Mª Victoria Azcárate Luxan, profesora de Geografía (UNED); José Sánchez Sánchez, profesor de Geografía (UNED).";"Problemas demográficos en Europa";"";"UNED (2013-02-22-sd-hist 2-31461-3)";"";"Clara Gómez Sánchez";"22/02/2013";"";"";"";"false";"22/02/2013 16:00";"22/02/2013 20:00";"false";"false";"";"false";"/resources/mp3/7/3/1361270057537.mp3";"";"/resources/mp3/0/5/1361270059350.mp3";"/resources/mp3/1/3/1361270059831.mp3";"GEOGRAFÍA E HISTORIA";"Audios";"RC";"";"";"";"";"/resources/pdf/8/5/1361347764958.pdf (5321)
                    ";"PUB";
    11262;"22 Feb 2013 07:00:00";"23 Feb 2013 11:03:00";"Luis Sagi-Vela, una vida dedicada a la música.";"Acceso - Homanaje a Luís Sagi-Vela que nació en Madrid un 17 de febrero de 1914 y murió otro 17 de febrero del 2013, con 99 años. Hijo de un famoso barítono y de una soprano, debuta a los 18 años representando La rosa del azafrán.";"Acceso - Homanaje a Luís Sagi-Vela que nació en Madrid un 17 de febrero de 1914 y murió otro 17 de febrero del 2013, con 99 años. Hijo de un famoso barítono y de una soprano, debuta a los 18 años representando La rosa del azafrán. Se considera La del manojo de rosas del maestro Sorozábal su éxito más importante. La ópera, la opereta y sobre todo la zarzuela han estado en su repertorio. Pese a su retiro de la escena nunca se desligó de la música, componiendo varias obras y escribiendo libros. Este programa se realizó cuando el maestro tenía 95 años de vida plena y con la música como compañera constante. Participante: Luis Sagi-Vela, barítono. Palabras clave: barítono, zarzuela, ópera, opereta, la del manojo de rosas, el hombre de la mancha.";"Luis Sagi-Vela, una vida dedicada a la música.";"";"UNED (una-vidad-dedicada-22022013-7)";"";"Mª Isabel Baeza Fernández";"22/02/2013";"";"";"";"false";"22/02/2013 05:00";"22/02/2013 08:00";"false";"false";"";"false";"/resources/mp3/0/6/1361346875060.mp3";"";"/resources/mp3/0/1/1361346889810.mp3";"/resources/mp3/7/7/1361346891777.mp3";"CURSO DE ACCESO";"Audios";"RC";"";"";"";"";"/resources/pdf/1/2/1361348440921.pdf (5324)
                    ";"PUB";
    11249;"22 Feb 2013 07:00:00";"23 Feb 2013 11:04:00";"¿Qué es el populismo? (primera parte)";"Filosofía - ¿Qué entendemos por populismo? Este término político puede ser considerado de muchas maneras, aunque hay unaespecífica, la que se corresponde con la del populismo que se ha practicado desde comienzos del siglo XX en Argentina.";"Filosofía - ¿Qué entendemos por populismo? Este término político puede ser considerado de muchas maneras, aunque hay una específica, la que se corresponde con la del populismo que se ha practicado desde comienzos del siglo XX en Argentina. En este programa se analiza el populismo en Argentina teniendo como referencia al filósofo argentino Juan José Sebreli. Participantes: Antonio García-Santesmases Martín-Tesorero, catedrático de Filosofía Política (UNED); Mario Salvatierra Saru, profesor de Filosofía y parlamentario en la Comunidad de Madrid.";"¿Qué es el populismo? (primera parte)";"";"UNED (2013-02-22-sd-filos-31463-5)";"";"Clara Gómez Sánchez";"22/02/2013";"";"";"";"false";"22/02/2013 00:01";"22/02/2013 02:00";"false";"false";"";"false";"/resources/mp3/8/1/1361270127418.mp3";"";"/resources/mp3/8/5/1361270136558.mp3";"/resources/mp3/8/2/1361270138028.mp3";"FILOSOFÍA , FILOSOFÍA PLAN 2003";"Audios";"RC";"";"";"";"";"/resources/pdf/2/1/1361348297812.pdf (5323)
                    ";"PUB";
    11246;"22 Feb 2013 07:00:00";"23 Feb 2013 11:04:00";"Nuestros profesores: José Antonio Martínez Torres";"Geografía e Historia - El profesor Martínez Torres nos explica los motivos por los que decidió estudiar Historia y qué aspectos de su trabajo le resultan más atractivos.";"Geografía e Historia - El profesor Martínez Torres nos explica los motivos por los que decidió estudiar Historia y qué aspectos de su trabajo le resultan más atractivos. Participa: José Antonio Martínez Torres.";"Nuestros profesores: José Antonio Martínez Torres";"";"UNED (2013-02-22-sd-h 3-solo-canal-31462-4)";"";"Clara Gómez Sánchez";"22/02/2013";"";"";"";"false";"22/02/2013 20:00";"22/02/2013 23:59";"false";"false";"";"false";"/resources/mp3/1/9/1361269934491.mp3";"";"/resources/mp3/1/3/1361270039131.mp3";"/resources/mp3/4/0/1361270040704.mp3";"GEOGRAFÍA E HISTORIA";"Audios";"RC";"";"";"";"";"/resources/pdf/4/3/1361348033434.pdf (5322)
                    ";"PUB";
    11257;"21 Feb 2013 12:18:00";"11 Mar 2013 22:42:00";"University entry";"Promotional - Get to know the different ways to enter university offered by UNED.";"Promotional - Get to know the different ways to enter university offered by UNED. Annually more than 40,000 students participate in university entry procedures managed by UNED. We would like to thank Elena Bárcena Madero her contribution to the English translation.";"University entry";"";"UNED";"";"";"21/02/2013";"";"";"";"false";"";"";"false";"false";"/deliverty/demo/resources/srt/8/4/1363003411248.srt";"false";"";"/resources/flv/5/2/1361272680125.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/5/7/1361272691775.jpg";"";"";"";"";"PUB";
    11256;"21 Feb 2013 12:17:00";"22 Feb 2013 09:55:00";"Acceso a la Universidad";"PROMO - Este video pretende dar a conocer las diferentes vías de acceso a la universidad que se realizan en la UNED.";"PROMO - Este video pretende dar a conocer las diferentes vías de acceso a la universidad que se realizan en la UNED. Anualmente, más de 40.000 estudiantes participan en los procedimientos de acceso a la universidad que gestiona la UNED.";"Acceso a la Universidad";"";"UNED";"";"";"21/02/2013";"";"";"";"false";"";"";"false";"false";"/deliverty/demo/resources/srt/8/8/1361356945688.srt";"false";"";"/resources/flv/7/6/1361272619267.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/9/0/1361272628909.jpg";"";"";"";"";"PUB";
    11278;"21 Feb 2013 08:13:00";"06 Mar 2013 14:10:00";"La historia de la informática";"Aventura del Saber: Programa - Recorrido por los antecedes, historia y evolución del ordenador, con motivo de la celebración del cincuenta aniversario...";"Aventura del Saber: Programa - Recorrido por los antecedes, historia y evolución del ordenador, con motivo de la celebración del cincuenta aniversario de la puesta en marcha, en Filadelfia (EE.UU), del primer ordenador electrónico, en febrero de 1956. Participantes: Jesús Mª Minguet, Profersor Titular de Lenguaje y Sistemas Informáticos de la UNED; Luis Rincón, Profesor Ayudante Escuela Universitaria de la UNED.";"La historia de la informática";"";"UNED (AS_21-9697-18111996-programa)";"";"";"18/11/1996";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/6/5/1361430739156.flv";"";"";"INFORMATIVOS Y CULTURALES";"Videos";"RC";"/resources/jpg/5/0/1361430788605.jpg";"";"";"";"";"PUB";
